GEOID,distance_to_buffer_centroid,AWATER,tract_area,housing_units,median_gross_1_bed,housing_density,geoid_cbsa
36029000110,3.4498770914036845,1313301,4666.893414237946,1223,NA,0.2620586954629867,15380
36029000200,3.473904968753799,0,769.5233237874992,2002,641,2.601610553071221,15380
36029000500,1.6804655315248356,2018200,2164.360934670903,1186,1500,0.54796775389976,15380
36029000600,4.5633370272502205,0,714.0076564836966,2232,525,3.1260168987431087,15380
36029000700,4.985185267108061,0,663.9926613999855,1750,864,2.635571297294519,15380
36029000800,4.126405842213665,0,683.2116254173468,2160,NA,3.1615387087134854,15380
36029000900,3.88015774448182,0,337.68371170997483,1241,NA,3.675036600716629,15380
36029001000,4.473880984963094,29431,1280.3725052150608,2996,870,2.339944030192034,15380
36029001100,3.6248447408835163,126816,868.8768744355349,1791,429,2.061281699048006,15380
36029001403,0.9263414908124529,0,328.9125016562175,1213,NA,3.6879108999871315,15380
36029001404,1.021765592480576,0,346.71797816850477,675,NA,1.9468272270321971,15380
36029001500,1.5361282062165318,0,592.1654185425944,848,NA,1.4320322893678121,15380
36029001601,2.6285675571412628,0,852.5143730456136,804,550,0.9430926039730032,15380
36029001602,1.9918318988983503,0,370.6369817666291,786,NA,2.120673431597561,15380
36029001700,2.234389383525148,0,712.309543468564,952,732,1.33649760659428,15380
36029001900,3.727155063927507,0,761.7826134331195,1733,718,2.2749272160333285,15380
36029002300,3.5860520345154625,0,477.40255689797243,1624,NA,3.4017413114674024,15380
36029002400,3.4549458315357895,0,1029.3397453872244,2175,573,2.113004972116172,15380
36029002502,0.961541065929209,0,670.592010898126,1417,481,2.11305827831472,15380
36029002703,2.270822467158297,0,253.49040806941267,681,413,2.686492184010069,15380
36029002704,2.5137216889498046,0,308.7988413884502,632,NA,2.0466398033047746,15380
36029002801,3.02226310177945,0,326.0154548820078,663,532,2.033645920988483,15380
36029002802,3.124450377926524,0,396.3896522189313,544,NA,1.372386985772125,15380
36029002900,3.284947330347951,0,482.1239386018734,1161,NA,2.4080944899081778,15380
36029003000,3.8671532265131288,0,881.4987300787554,1195,716,1.3556457419890275,15380
