GEOID,distance_to_buffer_centroid,AWATER,tract_area,housing_units,median_gross_1_bed,housing_density,geoid_cbsa
19049050100,17.583817236305933,1702672,141727.83803442793,2672,438,0.018853035769521364,19780
19049050200,22.42947371865673,690122,169401.02075741303,1639,552,0.009675266374853157,19780
19049050700,21.754163263796467,614820,35014.37982565767,2565,649,0.07325561705709355,19780
19049050803,12.256034193994482,0,7961.051911156747,4870,1087,0.6117282055622704,19780
19049050805,10.867871821706784,0,3216.602559911494,2281,1142,0.7091333037000264,19780
19049050807,12.286660199352992,0,3231.2504563704997,3885,1076,1.2023209133605273,19780
19049050812,12.545051696728095,1250544,28797.346448174605,1824,975,0.06333916922805986,19780
19049050813,10.24824042038539,0,2574.455300615595,1022,NA,0.3969771779512438,19780
19049050814,9.931991904668061,0,2652.085611067485,2266,NA,0.8544218899057023,19780
19049050815,10.666512383565275,0,3601.9537321010603,2149,1270,0.5966206564087274,19780
19049050816,9.691550649475914,40127,3816.653851625467,3039,1339,0.7962472150063403,19780
19049050817,12.786966155166843,32098,5264.997742428139,2587,1107,0.4913582353801569,19780
19049050818,12.230268709481424,0,4052.836273766576,1457,NA,0.3595013224271976,19780
19049050901,13.773620347449818,0,1611.1993124396604,1496,878,0.9285008927509864,19780
19049050902,17.61567027637253,1529653,102122.60711733365,2282,445,0.02234568881871669,19780
19099040200,24.006478531728728,678459,249784.45786036024,1748,651,0.006998033484442029,19780
19099040700,18.20192414998147,1143133,148238.53811619253,2250,509,0.015178239266204865,19780
19121060101,21.36001688572025,2137623,187543.58945874154,1405,386,0.0074915917097187245,19780
19121060102,21.738133588921137,566828,181899.6002357508,1526,479,0.008389243285978799,19780
19153000101,4.692345643686208,0,1462.3496534484461,1752,830,1.19807188100911,19780
19153000102,4.741383205295798,0,996.0864371537938,1475,NA,1.4807951850189311,19780
19153000103,3.9578668465613234,0,1739.3799707196722,929,NA,0.5340983658766775,19780
19153000201,3.718415045159852,0,1198.121020121689,1207,272,1.0074107537796215,19780
19153000202,2.953854779352554,0,1401.863163359016,1423,1106,1.015077674621493,19780
19153000300,2.688477483685114,0,4125.136714453444,1609,1375,0.3900476787502503,19780
19153000400,2.964088075269646,0,1263.0547649839468,2012,NA,1.5929633898539404,19780
19153000500,2.34180664890886,0,1254.2322513777692,1940,866,1.5467629682372763,19780
19153000600,2.77364815044064,266305,1791.773978405132,1802,743,1.0057072051040556,19780
19153000701,2.648683197758662,149288,1484.6318793010573,1543,755,1.0393148776560164,19780
19153000702,3.990931396043127,210507,2224.4438653868747,1516,664,0.6815186589284139,19780
19153000703,3.466221497250046,0,1327.256462520231,1579,898,1.189672112804598,19780
19153000704,4.374881883860286,0,1194.5296376121,1499,NA,1.254887239965469,19780
19153000801,5.116189678077583,0,2657.928019381689,2477,1014,0.9319289243115854,19780
19153000802,4.01505344443243,0,1092.5131297245691,1761,995,1.6118799418401146,19780
19153000803,4.721102152726294,0,1531.2292117874238,1885,779,1.2310371206931292,19780
19153000901,4.3865460508319165,0,1001.5718530855831,1527,775,1.524603547210027,19780
19153000902,3.628094707654568,7368,1556.178355872778,1711,743,1.0994883674759701,19780
19153001000,2.8420659843339364,0,1218.312098903806,2426,759,1.99127957621272,19780
19153001100,2.197870242135037,0,1178.078710305641,1557,904,1.3216434406119195,19780
19153001200,1.7477724919193693,0,865.8361026948601,1268,584,1.464480397679688,19780
