GEOID,distance_to_buffer_centroid,AWATER,tract_area,housing_units,median_gross_1_bed,housing_density,geoid_cbsa
12081002010,18.522157356215793,2073835,355129.9203430094,1381,NA,0.003888717680183447,35840
12115001402,20.56832445293636,85601,2218.230394041205,1688,NA,0.760966942178074,35840
12115001403,18.801294962887425,1512764,12227.278800474336,3694,NA,0.3021113741069434,35840
12115001405,20.525090818509636,658747,8700.216979195193,2056,NA,0.23631594532831857,35840
12115001511,20.581452155268348,99812,1090.0004194785308,1725,NA,1.582568198299649,35840
12115002007,19.444663565388442,434183,1978.379909896511,2167,NA,1.0953406821207337,35840
12115002008,20.089631361314765,382690,1643.4172500384664,2018,1287,1.2279291822893827,35840
12115002012,21.242153713430117,2212603,1963.0505190681345,2506,3501,1.2765845685874682,35840
12115002013,19.63436891496507,112645,3370.0063803521466,2111,NA,0.6264083095829072,35840
12115002014,17.837706494283196,724482,8200.562498776879,3461,NA,0.42204421959057214,35840
12115002015,20.5604056645456,120366,1986.5392048013318,1137,1241,0.5723521575873999,35840
12115002016,21.093108533276787,695153,4228.783633963899,2803,NA,0.6628383579352287,35840
12115002101,18.267847845485644,398799,5899.105134517107,1852,NA,0.3139459219269538,35840
12115002102,19.381415141344753,4754183,2695.620631073055,1906,NA,0.7070727898536939,35840
12115002201,16.63921581990044,329373,3366.0351444707467,1879,NA,0.5582235239244484,35840
12115002203,15.184938270989564,1644007,3340.420664402343,2447,1406,0.7325424687006626,35840
12115002204,17.20378901916098,837314,1571.0730638669552,1358,NA,0.8643773680757351,35840
12115002205,16.949673282826186,5523299,1573.3604023812193,1646,NA,1.0461684414510772,35840
12115002302,13.63170907000686,138532,1778.312680960466,2916,1024,1.6397566250413675,35840
12115002304,15.360083838643572,1268815,722.2305984342429,2760,1064,3.8214941404913216,35840
12115002305,14.51561846529594,372152,1206.2499135179992,1788,NA,1.4822798990180572,35840
12115002306,12.84884454367688,319756,2403.0867597183183,2153,1353,0.8959310317420114,35840
12115002307,12.625975840542383,69401,1230.0057544582824,1348,3501,1.0959298321280493,35840
12115002401,14.99499294277109,1720003,1321.9295157869565,2811,1137,2.1264371257544594,35840
12115002403,14.294740466259741,179621,2505.0364977051213,1192,1811,0.47584137041196733,35840
12115002404,13.987863199854031,147545,1722.0542267625278,1453,NA,0.8437597245306546,35840
12115002504,12.61723018499011,234117,1138.3764603760546,1413,NA,1.2412414075509128,35840
