GEOID,distance_to_buffer_centroid,AWATER,tract_area,housing_units,median_gross_1_bed,housing_density,geoid_cbsa
40037020101,7.287009024794695,99087,6170.801012384687,907,NA,0.14698253892479554,46140
40037020102,8.782860533746364,31511,5881.6861540778555,517,529,0.08789996379551068,46140
40037020103,9.231370015053253,152456,10657.264984125077,1153,966,0.10818910871762068,46140
40037020602,13.967054480472555,11533,3794.3520034395806,1526,803,0.40217670859653526,46140
40037020603,17.543968366002204,124851,15505.346118376125,1479,NA,0.09538645501419453,46140
40037020604,17.02946569322345,193463,34690.657551947705,1368,NA,0.03943424819640508,46140
40037020702,31.31351927221199,9113613,275569.54740774777,1467,NA,0.005323520010828143,46140
40037020706,20.03756204018177,14951109,106879.82540501132,2308,681,0.0215943466529258,46140
40037020707,15.315732965558293,889879,48944.43879487435,883,NA,0.018040864738497545,46140
40037021102,25.14256041125841,1759781,144105.42585620243,1568,NA,0.010880922704219689,46140
40037021201,10.386398302828784,248612,12280.601030388734,849,NA,0.06913342416214995,46140
40037021202,12.025147419259401,1663755,22776.974001368555,1818,657,0.07981745072417282,46140
40037021300,12.500314382633515,1969,2256.1056441733267,1186,630,0.5256846030517198,46140
40037021401,11.17690051507389,129667,7926.291384595483,743,NA,0.09373866843250286,46140
40037021402,11.577846165708404,105562,4971.377078643521,1911,772,0.38440053324650064,46140
40037021500,17.708005168555594,1355278,62582.82501180798,2342,400,0.03742240781808934,46140
40037021600,13.172766277824609,53666,7073.192814418626,1149,715,0.16244432042878515,46140
40113940001,29.130537359368127,31758305,484205.3352202952,2244,404,0.0046343975102609404,46140
40113940005,6.391725610270178,1034844,80855.98576540398,1614,NA,0.01996141639634286,46140
40113940006,1.956129945938372,32533,4651.935917211073,2224,720,0.47808053240194504,46140
40113940007,12.27738348968321,12551479,107304.02178825747,2000,NA,0.01863863037628348,46140
40113940008,26.633104948072212,5485148,330583.8909198635,1273,542,0.0038507623479711135,46140
40113940009,16.13772594592962,34444257,156715.91724484856,1282,NA,0.008180407086518461,46140
40113940014,12.490238030511769,767697,19882.529097809427,1342,644,0.06749644340507244,46140
40113940015,16.458121627195624,183176,13405.815322272076,1590,823,0.11860524420013567,46140
40117957200,20.98857180772005,36633827,75033.68278750211,1930,647,0.02572178158262369,46140
40131050105,21.7304812410053,0,12916.111255252992,1910,692,0.14787732640683174,46140
40131050304,24.392115445664533,244681,42242.313444677784,1385,NA,0.03278703004308349,46140
40131050403,18.513840686517014,292830,37125.08979148773,2156,NA,0.05807393361495226,46140
40131050404,14.800330795815954,0,9645.858060673392,3001,1133,0.31111799293784087,46140
40131050405,16.810888041931427,664945,29065.899326349772,1469,NA,0.05054032505604511,46140
40131050406,13.006053795061941,54841,15426.152594536956,1224,NA,0.07934577286843833,46140
40131050407,11.652216889003816,125401,22642.99791830051,854,NA,0.03771585384061625,46140
40131050408,14.478934850533197,114790,15772.538293003998,1281,NA,0.08121711142512776,46140
40131050409,18.06272493720683,1454827,33342.126785774686,748,NA,0.0224340818090564,46140
40131050601,18.880442849734976,320500,18572.65630941619,1515,475,0.0815715304671797,46140
40131050602,17.0771513360572,241959,11914.743859644612,1457,NA,0.12228546556799072,46140
40131050603,21.153456764903165,872956,38469.02201537178,898,NA,0.023343458007358996,46140
40131050801,22.437317049583626,435386,66071.992377372,1858,935,0.028120841118094066,46140
40143000200,3.827909047524624,20651,4233.533569624231,670,NA,0.15826023084056218,46140
40143000300,3.8217585180241955,0,1597.4415439542217,1420,NA,0.8889214164826386,46140
40143000400,3.0222853995950483,0,1592.1313933044319,1562,728,0.9810748073738469,46140
40143000500,2.427238076647139,0,1079.53204076321,1052,604,0.9744963190312116,46140
40143000800,2.0619680383079144,0,703.9405516525751,759,NA,1.078216048525926,46140
40143000900,1.0629903735729234,0,745.277261979269,739,NA,0.9915772796253058,46140
40143001000,0.9995704179290498,0,884.9496322461634,822,277,0.9288664236331894,46140
40143001200,1.229266746375858,0,1923.2046630783377,764,829,0.39725361250794766,46140
40143001300,1.9413387212399897,0,1355.1544611635813,853,756,0.6294485421739935,46140
40143001400,2.4435205024795654,0,1811.8018835611504,2033,637,1.1220873642122935,46140
40143001500,3.381871446636513,0,1809.889806256025,1893,663,1.0459200297480533,46140
40143001600,4.347411479082592,0,1811.3472550979316,2097,672,1.157701812337814,46140
40143001700,4.241131321481766,0,1438.3554557456662,1339,658,0.930924268164187,46140
40143001800,3.492378868035313,0,719.8439803605204,1021,813,1.4183629062073302,46140
40143001900,2.9943813771536645,0,714.4296538132779,890,810,1.2457489624760296,46140
40143002000,2.2556332516602766,0,673.5130573701998,927,1036,1.3763652981273529,46140
40143002100,2.2619171465814305,0,764.9439485215124,1288,1003,1.6837835013786997,46140
40143002301,1.1548801895873209,0,1623.4575520864687,1402,609,0.8635889482901161,46140
40143002500,0.19470928996689085,0,2390.1288140560887,2324,1272,0.9723325313400716,46140
40143002700,1.4476757213207518,542600,2297.916136995407,1410,841,0.6135994161404064,46140
40143002900,4.079959149538387,0,3668.770786688712,1304,720,0.35543239842926766,46140
40143003000,2.741929741132187,369036,1190.0304877145365,881,680,0.7403171675811162,46140
40143003100,1.078512346719414,357005,708.2962539533784,2002,1061,2.8265009010364976,46140
40143003200,1.2135216706798106,0,792.8498939241756,954,825,1.2032542443541476,46140
40143003300,1.7806595838267307,4742,785.2153511641147,1146,904,1.4594722305174075,46140
40143003400,1.4707799467260954,0,785.1997738722031,1384,763,1.762608760283795,46140
40143003500,2.3711854369866376,0,804.1937366745981,1192,846,1.482229897647562,46140
40143003600,2.576245176619655,0,806.9741913609992,1197,1527,1.4833188134321922,46140
40143003700,3.3955474062828217,0,1608.5902346409473,1443,927,0.8970587840986685,46140
40143003800,4.358700810248141,0,1611.413240363128,963,670,0.5976120686354733,46140
40143003900,3.817999666236471,0,1608.2823782060452,2176,750,1.3529962334271262,46140
40143004000,4.430086978093342,0,1602.9316855785457,2567,642,1.6014406746682366,46140
40143004101,3.7609940828951456,0,1604.7425988486852,1169,NA,0.7284657370214347,46140
40143004200,3.0168108463964622,15111,1594.7954009395955,1435,791,0.8998019427160061,46140
40143004301,2.3725877710366206,0,1572.2742973103182,1027,NA,0.6531939126378163,46140
40143004302,3.265532459896098,0,1592.66784352921,2114,1351,1.3273326315897511,46140
40143004400,3.0345649088487625,205102,838.9694339298168,1302,846,1.5519039756922988,46140
40143004500,2.009262928655128,263411,1072.962349648913,1515,783,1.4119787152789913,46140
40143004600,1.6594771557359662,263935,869.2513977834357,1682,816,1.9349983264784483,46140
40143004700,4.745015127118943,0,2017.8034632332176,917,571,0.45445456740898316,46140
40143004800,4.376419749007286,0,2134.5001561127783,1933,638,0.9055984345863257,46140
40143004900,3.2832660254153097,1382437,4856.744724139225,980,695,0.20178124560040334,46140
40143005001,4.0504930781726145,279283,833.7267922435221,1254,618,1.5040898429394851,46140
40143005002,4.203802492344484,0,1584.2973398260392,2057,677,1.2983673886783558,46140
40143005100,4.584440343145402,0,1525.2115109101878,884,767,0.5795917442771348,46140
40143005200,5.165188858274712,0,1614.4502150001583,1588,708,0.9836165805830341,46140
40143005300,4.692860450919982,0,1606.1085956736697,2243,NA,1.3965431764962264,46140
40143005401,16.42168974901359,149950,29465.421710942934,1267,NA,0.04299955427176047,46140
40143005403,16.52875143863544,46681,5614.599663460549,2039,709,0.3631603537594461,46140
40143005404,18.220288153335023,157846,26574.830408438585,1915,1088,0.07206066682524942,46140
40143005500,15.617080139756572,389003,43198.70898177295,1671,589,0.03868171154617268,46140
40143005600,10.619754473967024,236667,27352.92063139773,1068,NA,0.03904519061756315,46140
