GEOID,distance_to_buffer_centroid,AWATER,tract_area,housing_units,median_gross_1_bed,housing_density,geoid_cbsa
37081010100,2.3453416234538365,0,663.7405537786404,674,634,1.0154570127784917,24660
37081010200,2.6186166176189634,84897,2129.6886791576235,2525,702,1.1856192995300787,24660
37081010300,1.8646850544720772,26999,1957.1013611719166,1096,915,0.5600118735514612,24660
37081010401,1.4594504108833615,0,971.3240195404808,757,NA,0.7793485847885504,24660
37081010403,2.6580504558492435,0,988.4382000784036,835,818,0.8447670273505893,24660
37081010404,2.020793991049727,4338,1976.6928246187017,1064,NA,0.5382728093856679,24660
37081010500,1.6144724187144066,18672,1668.6910469168288,1192,693,0.714332351816958,24660
37081010601,2.581345050233847,0,1476.9757680355742,1407,872,0.9526222639870089,24660
37081010602,1.6935886769098427,0,1172.8556202519653,1977,1171,1.6856294720873486,24660
37081010701,0.7721921111096764,5935,795.6665124535261,979,933,1.230414985018214,24660
37081010702,0.7796530735259495,10369,1014.7580940213064,1159,800,1.1421441295502148,24660
37081010800,0.4841213142275482,0,1560.8401581800154,1614,1022,1.0340584790450102,24660
37081010900,1.012846212510785,0,916.6943340507937,1312,727,1.4312295290431047,24660
37081011000,1.4068800999583153,0,1857.9211404737637,853,766,0.45911528827455395,24660
37081011101,2.1594229489536843,16292,1739.5631169179896,2000,637,1.1497139601024826,24660
37081011102,2.346848996931572,32551,2114.394299484941,1259,NA,0.595442392323271,24660
37081011201,0.9799318770423303,0,783.7883811091,1352,1144,1.7249553994240792,24660
37081011202,1.14187479467968,0,863.8484807981448,1237,NA,1.4319640857122133,24660
37081011300,1.5743491179885913,0,2534.9138753451984,1830,850,0.721918017727839,24660
37081011400,1.1983506290886459,0,1639.3069925754685,2253,NA,1.374361245455542,24660
37081011500,1.335039278683042,0,1232.362328835337,1394,776,1.131160834263265,24660
37081011601,2.083198847659294,0,1458.663492221984,1160,NA,0.7952485314025174,24660
37081011602,3.0948272461435926,0,1955.2610318009408,1137,1088,0.5815080347367934,24660
37081011904,4.515899625169,19013,2220.898897938762,2465,834,1.109910947449157,24660
37081011905,4.782594287316326,4440,2662.609979457972,2060,694,0.773676962038336,24660
37081012503,3.2514185684310504,914,2284.2742135537555,1919,1046,0.8400917843460305,24660
37081012504,3.6970626470680874,281,1430.6877254431586,1424,831,0.995325517005406,24660
