GEOID,distance_to_buffer_centroid,AWATER,tract_area,housing_units,median_gross_1_bed,housing_density,geoid_cbsa
13063040202,9.441039970276048,101257,6394.02519629754,1084,820,0.16953327000145232,12060
13063040203,10.571986407918944,3884,1806.3719046358751,1899,1132,1.0512785297016656,12060
13063040204,10.339521666437271,20884,1704.8456261858626,2396,932,1.405405840387092,12060
13063040302,8.031120713349726,69936,3520.1562017610986,2046,946,0.5812242078849816,12060
13063040306,9.944077511534514,10953,2702.424787944071,1888,942,0.6986318392366203,12060
13063040307,10.637124156742205,32418,1899.5955851534534,1441,NA,0.7585825168590256,12060
13063040308,8.517396444451972,9369,5701.923876046551,1816,710,0.3184889941496606,12060
13063040309,7.643602343195656,22678,1605.7271242345287,1387,NA,0.8637831291921416,12060
13063040310,8.739840614448305,0,2331.555512175431,1400,NA,0.6004575025939426,12060
13063040407,10.353985410905814,123937,5666.661244803305,1692,700,0.2985885209834404,12060
13063040409,11.986715734858176,3151,2315.8339255186143,2378,NA,1.0268439259812052,12060
13063040410,9.524036429262848,60215,13535.450560492225,3276,NA,0.2420311008753643,12060
13063040414,11.390433022458792,2891,1337.2381760505966,652,NA,0.487572080783409,12060
13063040416,11.873418928869398,5456,2392.657646167325,1147,NA,0.4793832506030774,12060
13063040417,12.950340923260333,15500,3212.0826529523647,2493,NA,0.7761319584066666,12060
13063040418,11.060351583999353,18625,1734.0841926292658,531,NA,0.3062135058130501,12060
13063040419,11.604022706673232,102833,2310.973444954324,2438,980,1.0549666874463748,12060
13063040420,12.777352162800858,15429,4604.909624642986,2642,NA,0.5737354726488973,12060
13063040421,11.789124382207174,66584,6696.268041410284,2232,NA,0.3333199905077163,12060
13063040422,11.388399652180997,0,931.1754353298682,1163,1027,1.2489590638610524,12060
13063040423,12.733092724978118,17647,1575.784911431641,1761,NA,1.11753830565625,12060
13063040424,13.196877182826595,35850,2362.163790102763,1470,1113,0.6223107839342713,12060
13063040425,12.600218396323475,8125,2594.237569370129,1947,NA,0.7505095227160418,12060
13063040426,13.115735823831947,36472,1180.3290911150657,932,NA,0.7896102934475102,12060
13063040427,13.977888715750296,5812,2397.2450609004513,1979,NA,0.8255309531252719,12060
13063040509,11.970778386717923,23956,3222.559337168567,1890,NA,0.5864903644134628,12060
13063040510,11.322145309301547,7729,1897.3757831061394,1688,NA,0.8896498073969425,12060
13063040512,12.458678583694315,26050,2814.539678913927,2245,NA,0.7976437556802536,12060
13063040513,13.424583252571459,113774,4296.915411535012,2115,NA,0.49221355261551364,12060
13063040518,16.53124618886066,1665,2203.916128699727,2067,NA,0.9378759804346525,12060
13063040519,10.960187223163592,18939,985.4072497249069,2600,1089,2.6385030156068305,12060
13063040521,12.360769533944001,0,1615.18348749186,1173,NA,0.7262332788093907,12060
13063040522,11.318841821040028,16302,3077.7069467470624,2042,935,0.6634809731180749,12060
