GEOID,distance_to_buffer_centroid,AWATER,tract_area,housing_units,median_gross_1_bed,housing_density,geoid_cbsa
37037020103,14.013977493612787,113719,17699.007141995527,2073,NA,0.11712521405120319,20500
37037020104,17.242282817145067,853237,25456.19528642231,2751,1857,0.10806799559191446,20500
37037020105,16.228710930494856,113866,14072.113132285316,3083,NA,0.21908578839710618,20500
37037020107,19.021410072187702,633122,31416.970579923618,1151,NA,0.03663625036894943,20500
37037020108,19.225800933104047,694527,17507.89776813447,922,NA,0.05266194789405847,20500
37037020702,23.82415663876987,33274865,142947.9184745417,2129,NA,0.014893536210386752,20500
37037020703,11.705939394670676,259329,20983.655100324453,2329,NA,0.11099114948586762,20500
37037020704,12.489825659757951,13408674,18838.249834297112,1341,1473,0.0711849567659179,20500
37037020802,21.244728175530987,781083,27383.17760771635,1125,NA,0.04108361769099378,20500
37037020803,23.017837044201354,13414275,37146.320323500404,1049,NA,0.028239674639761188,20500
37063000101,2.0826259994891787,2847,2098.153089228516,1464,796,0.6977565209687859,20500
37063000102,2.2786388932603727,726,2492.880392938125,1762,1069,0.7068128920229885,20500
37063000200,1.149447508769618,0,1859.0681344840193,1263,680,0.6793726257647589,20500
37063000301,1.6356759912725243,0,983.2221669081697,1670,891,1.6984971008652752,20500
37063000302,1.062136800593981,0,1080.6827498420091,1704,967,1.5767809750355661,20500
37063000401,2.5796576208429127,43208,2135.171305090572,1200,1109,0.5620157957064232,20500
37063000402,1.8593862176804572,0,745.8832746817993,1800,1617,2.413246229134038,20500
37063000500,1.2345631273278799,0,1336.8189282132666,1758,881,1.3150621695263287,20500
37063000600,2.291283876664011,15078,4402.4415967948235,2587,781,0.5876284655050172,20500
37063000700,1.2827076984098231,0,2102.528134792908,2196,1368,1.0444568915204069,20500
37063000900,0.759298338401581,0,631.9899634382778,915,645,1.4478078022347611,20500
37063001001,1.5163125822614083,2069,1428.3982387297267,1559,NA,1.0914323174932066,20500
37063001002,1.6241580636738944,0,2094.87859198795,2172,762,1.0368142613643614,20500
37063001100,0.6534149042053364,0,866.0458920246999,1432,440,1.6534920530044601,20500
37063001301,1.1218792070108625,757,443.87051627691363,984,814,2.2168627199066324,20500
37063001303,1.6306622384273561,0,952.4193137270911,873,1054,0.9166130793628067,20500
37063001304,2.1446988686523834,0,1067.8890843405106,1197,633,1.120902926673535,20500
37063001400,1.5474593113809034,0,1186.3324578141815,1387,818,1.169149500095065,20500
37063001501,2.366680796973589,1510,1700.4613659197937,18,NA,0.01058536251440423,20500
37063001503,1.1759393186908662,0,281.31126850791094,3,NA,0.010664343507859284,20500
37063001504,3.1019764336063638,0,875.5172849414212,1446,1045,1.6515950340109486,20500
37063001505,2.5638619122358812,12930,719.4863762196608,2252,1216,3.1300106220669557,20500
37063001601,7.208465473303867,448039,16378.7323878471,2167,NA,0.1323057211440794,20500
37063001603,8.4849865135987,334086,15990.96592174571,3155,NA,0.19729890085686413,20500
37063001604,7.383107828014301,255664,15352.411881224494,3019,NA,0.19664662616902168,20500
37063001705,3.2408375289853724,63744,4608.042878895929,2639,1158,0.5726943236761494,20500
37063001706,4.1483837556601655,4314,3659.9920836946953,2878,905,0.7863404986096887,20500
37063001708,4.979126469884145,184344,3955.4224641285814,2089,283,0.5281357475579356,20500
37063001709,3.621062282720497,19507,5114.165101184498,3121,913,0.6102657888923338,20500
37063001710,4.320020423918202,20978,2365.3047425953114,1941,1072,0.8206130757892336,20500
37063001711,4.644789462541379,23975,2401.1464478085,2582,983,1.075319667551541,20500
37063001712,4.983219665824398,153852,5797.242196584722,2373,1343,0.4093325618512169,20500
37063001713,4.9320721132568845,60964,4244.426543321579,1446,NA,0.340682065113182,20500
37063001801,5.522801909698538,6407027,28556.40665047939,3416,NA,0.11962289379790206,20500
37063001802,2.7276509417613743,101681,5706.512811327006,2632,NA,0.46122738825288795,20500
37063001806,6.196769518520312,4430976,22112.432613579098,2835,NA,0.1282084178408777,20500
37063001808,5.4374845055735594,207225,11211.054619513863,4668,1393,0.4163747442524203,20500
37063001809,4.917871251124365,130441,7559.016016734913,3818,1311,0.5050921960672297,20500
37063001810,3.773319448488662,28192,1969.7341905737894,1382,NA,0.7016175109380719,20500
37063001811,4.673018317075132,28332,3861.0303967443815,2292,NA,0.5936239201671691,20500
37063001900,8.428793412886947,8647339,36236.29177167681,3251,NA,0.0897166857051599,20500
37063002007,3.910286601789806,41737,3696.272319761617,2505,1131,0.6777098068795847,20500
37063002008,4.885377005120682,6329,3230.3324767993913,1457,NA,0.4510371642746797,20500
37063002009,2.4761463674115265,8163,4571.684375374822,2143,NA,0.4687550198222729,20500
37063002013,7.361675982882111,119976,3283.883919925701,2083,NA,0.6343098753768156,20500
37063002015,3.3387238884176855,2104,2368.3541682243094,2556,1216,1.0792304775583372,20500
37063002019,9.008559622873236,556325,12772.957676608969,2810,1348,0.21999603154921074,20500
37063002020,8.246449768659936,239919,10160.069115894237,3543,NA,0.34871810020045946,20500
37063002021,6.775917176057827,14053,3737.040866172668,2270,1279,0.6074324796787266,20500
37063002022,5.612301198176701,47677,1579.0058972246986,2299,1166,1.4559793627375184,20500
37063002023,5.921140826016039,1893,1438.9381432139326,1367,1201,0.9500060905653279,20500
37063002024,4.768867811731436,0,2706.946998865711,2971,907,1.0975464245310067,20500
37063002025,4.619247175697244,64757,3772.979303178515,2683,NA,0.7111091221040436,20500
37063002026,3.523284593727136,89514,3528.458217099223,3403,1235,0.9644438988986064,20500
37063002029,5.201972364933257,46359,3627.3964230962456,2145,1625,0.5913332180465368,20500
37063002030,4.301219267275986,93341,8386.091562108933,1860,NA,0.2217958134876657,20500
37063002031,4.336212813195359,0,960.6803542286688,1092,1156,1.1366944220242412,20500
37063002032,4.835302372213276,5197,870.1938728063049,1437,1092,1.6513561459192896,20500
37063002033,7.459742757987245,73334,4575.6379331016415,2100,1540,0.4589523976116909,20500
37063002034,6.050726289756236,60787,6402.311128237508,3043,1334,0.4752971136592838,20500
