GEOID,distance_to_buffer_centroid,AWATER,tract_area,housing_units,median_gross_1_bed,housing_density,geoid_cbsa
06077000101,0.793454767637608,0,357.9523216284027,640,NA,1.7879476157285454,44700
06077000102,0.31710003795455355,16915,814.310888224801,1749,706,2.1478283359477395,44700
06077000300,0.5407542698985064,190338,870.8770252315596,1074,841,1.2332395606767,44700
06077000401,0.8274815108777209,0,648.9642946382326,1316,1083,2.027846540823342,44700
06077000402,0.4291227143054182,0,906.4745538779662,2275,895,2.509722959422721,44700
06077000500,0.8528054098515347,0,610.2139760341589,921,1038,1.5093066304145806,44700
06077000600,1.1956729425207675,0,567.5204141621224,707,942,1.245770165014774,44700
06077000700,1.051864924354974,25674,1122.2864521330207,1343,883,1.196664182702634,44700
06077000802,1.868679301614656,465029,2797.9605069420186,466,NA,0.16654988476206423,44700
06077000803,2.0115770173553162,15051,2687.6803661837193,1498,NA,0.5573579428743732,44700
06077000900,1.9876666398972551,407564,1849.6215178927303,2079,NA,1.124013740048072,44700
06077001000,3.1834108134908505,419168,2111.8441888331085,2156,1305,1.0209086500795732,44700
06077001101,2.4265291251228263,102578,1205.3180741332017,1811,1156,1.5025079594051316,44700
06077001102,1.9785529005960658,0,1023.7567758815794,2190,1026,2.139179980629816,44700
06077001200,1.4340458154092863,70070,1375.5142884785064,2023,1031,1.4707226358496757,44700
06077001300,1.1670612769763233,0,1437.7807545402059,2044,1042,1.4216353874159762,44700
06077001400,1.9811015223688146,141296,1215.0621896224945,1947,836,1.6023871178189735,44700
06077001501,1.9173027314670799,20052,1983.7249757323314,1321,NA,0.6659189233186554,44700
06077001502,1.9735053784563894,0,970.2484719502335,1264,NA,1.3027590731055887,44700
06077001600,1.3351378749831795,0,928.1888855502049,801,911,0.8629709022266402,44700
06077001700,2.286246681506481,0,1047.2590510763273,1167,872,1.114337468652678,44700
06077001800,2.1200652002657057,0,1190.878013528029,1160,NA,0.9740712204127847,44700
06077001900,1.7261062322868261,0,1784.6800156522793,1621,1069,0.9082860713311365,44700
06077002000,2.5317079953427855,0,1244.0378086895366,1224,NA,0.9838929262844155,44700
06077002100,2.934706825739424,0,2055.173726496694,1586,1178,0.7717109164798147,44700
06077002201,2.2103792535306583,0,1371.1444902615608,936,NA,0.6826414040590629,44700
06077002202,2.5090265064778587,0,1393.4134757081874,1447,413,1.0384570159726478,44700
06077002300,2.1022952563906254,0,1291.0339945350845,1443,918,1.1177087560112158,44700
06077002401,1.9991151952948658,6835,1194.917206071423,1401,NA,1.1724661699417014,44700
06077002402,2.9178338075170642,33968,894.7773969946834,648,NA,0.7242024688782458,44700
06077002503,2.6817367506280765,95664,1107.5501056668704,644,NA,0.5814635353334549,44700
06077002504,2.5309519320033993,0,558.5942582071358,1133,NA,2.028305846960327,44700
06077002701,3.0483766595664306,0,2566.0715568507703,1985,NA,0.7735559808145434,44700
06077002702,3.932536526253237,0,1588.484157619209,1104,NA,0.6950022099399814,44700
06077002800,3.5623147913773887,0,4547.625754026054,1748,NA,0.3843763965081075,44700
06077003106,4.728491161627615,254018,1005.7938627747832,1810,NA,1.7995735179836687,44700
06077003108,5.243604781513862,254905,856.1097503277012,2064,1361,2.410905843800918,44700
06077003109,4.321982716480333,44323,1949.660288759632,2111,NA,1.0827527298835284,44700
06077003110,3.7880794464190264,0,828.4581562687608,1735,1099,2.09425181811735,44700
06077003111,3.1382292234862397,9229,1321.5534430871267,2025,1195,1.532287635125549,44700
06077003112,3.5359058451338963,376199,876.9452089435953,1553,1104,1.770920217319858,44700
06077003115,2.7692586541963564,24983,783.1453617082788,1594,1346,2.035382034981348,44700
06077003116,2.3368465207407465,0,498.48482734411294,1009,1126,2.024133824445311,44700
06077003117,3.8120012768699785,177640,1855.574925698749,1258,NA,0.6779569946636772,44700
06077003118,3.982019746997682,114238,862.473359536368,1305,NA,1.5130902138258706,44700
06077003119,4.4495952714562295,284864,884.8804849256605,1107,NA,1.2510164014895184,44700
06077003203,4.789794849922981,15821,1197.3533117464456,1500,NA,1.2527630610651734,44700
06077003205,5.17759354739609,23545,973.3961362857958,1407,NA,1.4454546792929688,44700
06077003209,5.71599531356045,3688,799.5172745850907,1519,NA,1.899896410353716,44700
06077003210,5.873516535611281,829,775.3253444191989,991,3501,1.2781731013093147,44700
06077003213,6.336144765435531,0,727.2569681291133,1399,NA,1.9236666835918568,44700
